id;cursusnaam;tekst;datum
469;STATA;STATA: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
470;STATA;STATA: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
471;STATA;STATA: 10, 14 en 17 december 2019 in Rotterdam;10-12-2019
472;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 7,14 en 21 januari 2019 in Apeldoorn;7-1-2019
473;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 4, 11 en 18 februari 2019 in Rotterdam;4-2-2019
474;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 4, 11 en 18 maart 2019 in Apeldoorn;4-3-2019
475;SuperMap 2D Basis;SuperMap GIS 2D Basis: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
476;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 8, 15 en 22 april 2019 in Rotterdam;8-4-2019
477;SuperMap 2D Basis;SuperMap GIS 2D Basis: dinsdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
478;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 6, 13 en 20 mei 2019 in Apeldoorn;6-5-2019
479;SuperMap 2D Basis;SuperMap GIS 2D Basis: dinsdag 7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
480;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 3, 10 en 17 juni 2019 in Rotterdam;3-6-2019
481;SuperMap 2D Basis;SuperMap GIS 2D Basis: :dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
482;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 1, 8 en 15 juli 2019 in Apeldoorn;1-7-2019
483;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
484;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 2, 9 en 16 september 2019 in Apeldoorn;2-9-2019
485;SuperMap 2D Basis;SuperMap GIS 2D Basis: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
486;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag, 7 14 en 21 oktober 2019 in Rotterdam;7-10-2019
487;SuperMap 2D Basis;SuperMap GIS 2D Basis: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
488;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 4, 11 en 18 november 2019 in Apeldoorn;4-11-2019
489;SuperMap 2D Basis;SuperMap GIS 2D Basis: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
490;SuperMap 2D Basis;SuperMap GIS 2D Basis: maandag 2, 9 en 16 december 2019 in Rotterdam;2-12-2019
491;TMAP Basis;TMAP Basis: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
492;WebGIS;WebGIS: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
493;WebGIS;WebGIS: woensdag 7, 13 en 20 februari 2019 in Rotterdam;7-2-2019
494;WebGIS;WebGIS: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
495;WebGIS;WebGIS: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
496;WebGIS;WebGIS: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
497;WebGIS;WebGIS: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
498;WebGIS;WebGIS: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
499;WebGIS;WebGIS: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
500;WebGIS;WebGIS: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
501;WebGIS;WebGIS: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
502;WebGIS;WebGIS: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
503;WebGIS;WebGIS: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
504;WebGIS;WebGIS: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
505;WebGIS;WebGIS: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
506;WebGIS;WebGIS: dinsdag 8, 15 en 22 oktober in 2019 Eindhoven;8-10-2019
507;WebGIS;WebGIS: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
508;WebGIS;WebGIS: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
509;WebGIS;WebGIS: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
510;WebGIS;WebGIS: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
511;ArcGIS Desktop Data-Interoper;ArcGIS Desktop Data-Interoper: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
512;ArcGIS Desktop DataReviewer;ArcGIS Desktop DataReviewer: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
513;ArcGIS Desktop ModelBuilder;ArcGIS Desktop ModelBuilder: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
514;ArcGIS Desktop Databeheer;ArcGIS Desktop Databeheer: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
515;ArcGIS Desktop City Engine;ArcGIS Desktop / City Engine: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
516;ArcGIS Desktop KernGIS;ArcGIS Desktop / KernGIS: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
517;ArcGIS Desktop Network Analyst;ArcGIS Desktop Network Analyst: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
518;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 7 en 14 januari 2019 in Apeldoorn;7-1-2019
519;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 4 en 11 februari 2019 in Rotterdam;4-2-2019
520;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 4 en 11maart 2019 in Apeldoorn;4-3-2019
521;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 5 en 12 maart 2019 in Amsterdam;5-3-2019
522;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 8 en 15 april 2019 in Rotterdam;8-4-2019
523;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 9 en 16 april 2019 in Eindhoven;9-4-2019
524;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 6 en 13 mei 2019 in Apeldoorn;6-5-2019
525;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 7 en 14 mei 2019 in Amsterdam;7-5-2019
526;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag  3 en 10 juni 2019 in Rotterdam;3-6-2019
527;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 4 en 11 juni 2019 in Eindhoven;4-6-2019
528;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 18 en 25 juni 2019 in Apeldoorn;18-6-2019
529;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 5 en 12 augustus 2019 in Rotterdam;5-8-2019
530;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 2 en 9 september 2019 in Apeldoorn;2-9-2019
531;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 3 en 10 september 2019 in Amsterdam;3-9-2019
532;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 7 en 14 oktober 2019 in Rotterdam;7-10-2019
533;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 8 en 15 oktober 2019 in Eindhoven;8-10-2019
534;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 4 en 11 november 2019 in Apeldoorn;4-11-2019
535;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: dinsdag 5 en 12 november 2019 in Amsterdam;5-11-2019
536;ArcGIS Pro 3D Basis;ArcGIS Pro 3D / Basis: maandag 2 en 9 december 2019 in Rotterdam;2-12-2019
537;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 7 en 14 januari 2019 in Apeldoorn;7-1-2019
538;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 4 en 11 februari 2019 in Rotterdam;4-2-2019
539;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 4 en 11maart 2019 in Apeldoorn;4-3-2019
540;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 5 en 12 maart 2019 in Amsterdam;5-3-2019
541;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 8 en 15 april 2019 in Rotterdam;8-4-2019
542;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 9 en 16 april 2019 in Eindhoven;9-4-2019
543;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 6 en 13 mei 2019 in Apeldoorn;6-5-2019
544;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 7 en 14 mei 2019 in Amsterdam;7-5-2019
545;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag  3 en 10 juni 2019 in Rotterdam;3-6-2019
546;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 4 en 11 juni 2019 in Eindhoven;4-6-2019
547;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 1 en 8 juli 2019 in Apeldoorn;1-7-2019
548;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 5 en 12 augustus 2019 in Rotterdam;5-8-2019
549;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 2 en 9 september 2019 in Apeldoorn;2-9-2019
550;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 3 en 10 september 2019 in Amsterdam;3-9-2019
551;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 7 en 14 oktober 2019 in Rotterdam;7-10-2019
552;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 8 en 15 oktober 2019 in Eindhoven;8-10-2019
553;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 4 en 11 november 2019 in Apeldoorn;4-11-2019
554;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: dinsdag 5 en 12 november 2019 in Amsterdam;5-11-2019
555;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: maandag 2 en 9 december 2019 in Rotterdam;2-12-2019
556;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 8 januari 2019  in Apeldoorn;8-1-2019
557;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 5 februari 2019 in Rotterdam;5-2-2019
558;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 5 maart 2019 in Apeldoorn;5-3-2019
559;ArcGIS Storymaps;ArcGIS Storymaps: maandag 4 maart 2019 in Amsterdam;4-3-2019
560;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 2 april 2019 in Rotterdam;2-4-2019
561;ArcGIS Storymaps;ArcGIS Storymaps: maandag 1 april 2019 in Eindhoven;1-4-2019
562;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 7 mei 2019 in Apeldoorn;7-5-2019
563;ArcGIS Storymaps;ArcGIS Storymaps: maandag 6 mei 2019 in Amsterdam;6-5-2019
564;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 4 juni 2019 in Rotterdam;4-6-2019
565;ArcGIS Storymaps;ArcGIS Storymaps: maandag 3 juni 2019 in Eindhoven;3-6-2019
566;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 2 juli 2019 in Apeldoorn;2-7-2019
567;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 6 augustus 2019 in Rotterdam;6-8-2019
568;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 3 september 2019 in Apeldoorn;3-9-2019
569;ArcGIS Storymaps;ArcGIS Storymaps: maandag 2 september 2019 in Amsterdam;2-9-2019
570;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 1 oktober 2019  in Rotterdam;1-10-2019
571;ArcGIS Storymaps;ArcGIS Storymaps: maandag 30 september 2019 in Eindhoven;30-9-2019
572;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 5 november 2019  in Apeldoorn;5-11-2019
573;ArcGIS Storymaps;ArcGIS Storymaps: maandag 4 november 2019 in Amsterdam;4-11-2019
574;ArcGIS Storymaps;ArcGIS Storymaps: dinsdag 10 december 2019 in Rotterdam;10-12-2019
575;ArcGIS Workflow Beheer;ArcGIS Workflow/Beheer: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
576;ArchiCAD Basis;ArchiCAD Basis: 7, 8, 9 en 14 januari 2019 in Apeldoorn;7-1-2019
577;ArchiCAD Basis;ArchiCAD Basis: 3, 4, 5 en 10 februari 2019 in Rotterdam;3-2-2019
578;ArchiCAD Basis;ArchiCAD Basis: 3, 4, 5 en 10 maart 2019 in Apeldoorn;3-3-2019
579;ArchiCAD Basis;ArchiCAD Basis: 4, 5, 6 en 11 maart 2019 in Amsterdam;4-3-2019
580;ArchiCAD Basis;ArchiCAD Basis: 7, 8, 9 en 14 april 2019 in Rotterdam;7-4-2019
581;ArchiCAD Basis;ArchiCAD Basis: 8, 9, 10 en 15 april 2019 in Eindhoven;8-4-2019
582;ArchiCAD Basis;ArchiCAD Basis: 5, 6, 7 en 12 mei 2019 in Apeldoorn;5-5-2019
583;ArchiCAD Basis;ArchiCAD Basis: 6, 7, 8 en 13 mei 2019 in Amsterdam;6-5-2019
584;ArchiCAD Basis;ArchiCAD Basis: 2, 3, 4 en 9 juni 2019 in Rotterdam;2-6-2019
585;ArchiCAD Basis;ArchiCAD Basis: 3, 4, 5 en 10 juni 2019 in Eindhoven;3-6-2019
586;ArchiCAD Basis;ArchiCAD Basis: 1,2 3 en 8 juli 2019 in Rotterdam;1-7-2019
587;ArchiCAD Basis;ArchiCAD Basis: 4, 5, 6 en 11 augustus 2019 in Eindhoven;4-8-2019
588;ArchiCAD Basis;ArchiCAD Basis: 2, 3, 4 en 9 september 2019 in Apeldoorn;2-9-2019
589;ArchiCAD Basis;ArchiCAD Basis: 3, 4, 5 en 10 september 2019 in Amsterdam;3-9-2019
590;ArchiCAD Basis;ArchiCAD Basis: 7, 8, 9 en 14 oktober 2019 in Rotterdam;7-10-2019
591;ArchiCAD Basis;ArchiCAD Basis: 8, 9, 10 en 15 oktober 2019 in Eindhoven;8-10-2019
592;ArchiCAD Basis;ArchiCAD Basis: 4, 5, 6 en 11 november 2019 in Apeldoorn;4-11-2019
593;ArchiCAD Basis;ArchiCAD Basis: 5, 6, 7 en 12 november 2019 in Amsterdam;5-11-2019
594;ArchiCAD Basis;ArchiCAD Basis: 2, 3, 4 en 9 december 2019 in Rotterdam;2-12-2019
595;ArchiCAD voor Revit Kenners;ArchiCAD voor Revit Kenners: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
596;AutoCAD 2D Gevorderd;AutoCAD 2D Gevorderd: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
597;AutoCAD 2D Update;AutoCAD 2D Update: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
598;AutoCAD 3D-Models;AutoCAD 3D Models: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
599;AutoCAD Civil 3D Gevorderd;AutoCAD Civil 3D Gevorderd: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
600;AutoCAD en InfraCad;AutoCAD en InfraCad: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
601;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 7 en 14 januari 2019 in Apeldoorn;7-1-2019
602;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 4 en 11 februari 2019 in Rotterdam;4-2-2019
603;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 4 en 11maart 2019 in Apeldoorn;4-3-2019
604;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 5 en 12 maart 2019 in Amsterdam;5-3-2019
605;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 8 en 15 april 2019 in Rotterdam;8-4-2019
606;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 9 en 16 april 2019 in Eindhoven;9-4-2019
607;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 6 en 13 mei 2019 in Apeldoorn;6-5-2019
608;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 7 en 14 mei 2019 in Amsterdam;7-5-2019
609;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners maandag  3 en 10 juni 2019 in Rotterdam;3-6-2019
610;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 4 en 11 juni 2019 in Eindhoven;4-6-2019
611;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 1 en 8 juli 2019 in Apeldoorn;1-7-2019
612;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 5 en 12 augustus 2019 in Rotterdam;5-8-2019
613;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 2 en 9 september 2019 in Apeldoorn;2-9-2019
614;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 3 en 10 september 2019 in Amsterdam;3-9-2019
615;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 7 en 14 oktober 2019 in Rotterdam;7-10-2019
616;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 8 en 15 oktober 2019 in Eindhoven;8-10-2019
617;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 4 en 11 november 2019 in Apeldoorn;4-11-2019
618;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: dinsdag 5 en 12 november 2019 in Amsterdam;5-11-2019
619;AutoCAD voor MicroStation kenners;AutoCAD voor Microstation kenners: maandag 2 en 9 december 2019 in Rotterdam;2-12-2019
620;BricsCAD Basis;BricsCAD Basis: dinsdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
621;BricsCAD Basis;BricsCAD Basis: dinsdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
622;BricsCAD Basis;BricsCAD Basis: maandag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
623;BricsCAD Basis;BricsCAD Basis: dinsdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
624;BricsCAD Basis;BricsCAD Basis: maandag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
625;BricsCAD Basis;BricsCAD Basis: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
626;BricsCAD Basis;BricsCAD Basis: maandag  7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
627;BricsCAD Basis;BricsCAD Basis: dinsdag 8, 15 en 22 mei 2019 in Apeldoorn;8-5-2019
628;BricsCAD Basis;BricsCAD Basis: maandag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
629;BricsCAD Basis;BricsCAD Basis: dinsdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
630;BricsCAD Basis;BricsCAD Basis: dinsdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
631;BricsCAD Basis;BricsCAD Basis: dinsdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
632;BricsCAD Basis;BricsCAD Basis: maandag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
633;BricsCAD Basis;BricsCAD Basis: dinsdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
634;BricsCAD Basis;BricsCAD Basis: maandag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
635;BricsCAD Basis;BricsCAD Basis: dinsdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
636;BricsCAD Basis;BricsCAD Basis: maandag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
637;BricsCAD Basis;BricsCAD Basis: dinsdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
638;BricsCAD Basis;BricsCAD Basis: maandag 3, 10 en 17 december 2019 in Eindhoven;3-12-2019
639;BricsCAD Basis;BricsCAD Basis: dinsdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
640;BricsCAD Gevorderd;BricsCAD Gevorderd: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
641;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 9 en 10 januari 2019 in Apeldoorn;9-1-2019
642;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 6 en 7 februari 2019 in Rotterdam;6-2-2019
643;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 5 en 6 maart 2019 in Amsterdam ;5-3-2019
644;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 6 en 7 maart 2019 in Apeldoorn;6-3-2019
645;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 9 en 10 april 2019 in Eindhoven;9-4-2019
646;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 10 en 11 april 2019 in Rotterdam;10-4-2019
647;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 15 en 16 mei 2019 in Amsterdam;15-5-2019
648;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 15 en 16 mei 2019 in Apeldoorn;15-5-2019
649;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 11 en 12 juni 2019 in Eindhoven;11-6-2019
650;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 12 en 13 juni 2019 in Rotterdam;12-6-2019
651;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 10 en 11 juli 2019 in Apeldoorn;10-7-2019
652;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 14 en 15 augustus 2019 in Rotterdam;14-8-2019
653;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 10 en 11 september 2019 in Amsterdam;10-9-2019
654;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 11 en 12 september 2019 in Apeldoorn;11-9-2019
655;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 8 en 9 oktober 2019 in Eindhoven;8-10-2019
656;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 9 en 10 oktober 2019 in Rotterdam;9-10-2019
657;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 12 en 13 november 2019 in Amsterdam;12-11-2019
658;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 13 en 14 november 2019 in Apeldoorn;13-11-2019
659;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: maandag en dinsdag 10 en 11 december 2019 in Eindhoven;10-12-2019
660;BricsCAD voor AutoCAD kenners;BricsCAD voor AutoCAD kenners: dinsdag en woensdag 11 en 12 december 2019 in Rotterdam;11-12-2019
661;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 9 en 10 januari 2019 in Apeldoorn;9-1-2019
662;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 6 en 7 februari 2019 in Rotterdam;6-2-2019
663;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 5 en 6 maart 2019 in Amsterdam ;5-3-2019
664;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag  6 en 7 maart 2019 in Apeldoorn;6-3-2019
665;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 9 en 10 april 2019 in Eindhoven;9-4-2019
666;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 10 en 11 april 2019 in Rotterdam;10-4-2019
667;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 15 en 16 mei 2019 in Amsterdam;15-5-2019
668;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 15 en 16 mei 2019 in Apeldoorn;15-5-2019
669;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 11 en 12 juni 2019 in Eindhoven;11-6-2019
670;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 12 en 13 juni 2019 in Rotterdam;12-6-2019
671;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 10 en 11 juli 2019 in Apeldoorn;16-4-1900
672;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 14 en 15 augustus 2019 in Rotterdam;14-8-2019
673;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 10 en 11 september 2019 in Amsterdam;10-9-2019
674;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 11 en 12 september 2019 in Apeldoorn;11-9-2019
675;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 8 en 9 oktober 2019 in Eindhoven;8-10-2019
676;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 9 en 10 oktober 2019 in Rotterdam;9-10-2019
677;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 12 en 13 november 2019 in Amsterdam;12-11-2019
678;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 13 en 14 november 2019 in Apeldoorn;13-11-2019
679;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: maandag en dinsdag 10 en 11 december 2019 in Eindhoven;10-12-2019
680;BricsCAD voor MicroStation kenners;BricsCAD voor MicroStation kenners: dinsdag en woensdag 11 en 12 december 2019 in Rotterdam;11-12-2019
681;Copernicus Programma;Copernicus Programma,  Apeldoorn, bij 5 aanmeldingen gaat de cursus starten;31-12-2019
682;C# Programmeren;C# Basis: maandag 7,14 en 21 januari 2019 in Apeldoorn;7-1-2019
683;C# Programmeren;C# Basis: maandag 4, 11 en 18 februari 2019 in Rotterdam;4-2-2019
684;C# Programmeren;C# Basis: maandag 4, 11 en 18 maart 2019 in Apeldoorn;4-3-2019
685;C# Programmeren;C# Basis: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
686;C# Programmeren;C# Basis: maandag 8, 15 en 22 april 2019 in Rotterdam;8-4-2019
687;C# Programmeren;C# Basis: dinsdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
688;C# Programmeren;C# Basis: maandag 6, 13 en 20 mei 2019 in Apeldoorn;6-5-2019
689;C# Programmeren;C# Basis: dinsdag 7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
691;C# Programmeren;C# Basis: maandag 3, dinsdag 11 en maandag 17 juni 2019 in Rotterdam;3-6-2019
692;C# Programmeren;C# Basis: maandag 1, 8 en 15 juli 2019 in Apeldoorn;1-7-2019
693;C# Programmeren;C# Basis: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
